"","mode","pre.weight","post.weight","pay.attention.politics","interest.campaigns","voted.primary","primary.vote.choice","already.voted","vote.choice","vote.intention","voted.2016","vote.choice.2016","vote.choice.2012","country.right.track","approve.congress","approve.president","approve.president.covid","therm.biden","therm.trump","therm.dem","therm.rep","ideology7","ideology.biden","ideology.trump","ideology.dem","ideology.rep","vote.duty.choice","party.id","trust.in.people","religion","how.often.religion","age","education","weeks.worked","race","gender","income","know1","know2","know3","know4","knowledge.quiz"
"1378","web",0.836710585428024,1.04317149987685,"Some of the time",NA,"Yes",NA,"Yes","Jorgensen",NA,NA,"Clinton","Romney","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",50,15,30,15,"Moderate; middle of the road","Slightly liberal","Liberal","Extremely liberal","Extremely conservative",NA,"Independent","Some of the time","Other religion",NA,37,"Less than BA",NA,"White, non-Hispanic","Female",125,1,0,0,1,2
"1379","web",0.456654192020458,0.480156928219446,"Always","Very much interested","Yes",NA,"Yes","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,70,15,"Moderate; middle of the road","Slightly liberal","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Mainline Protestant","Every week",39,"BA",40,"White, non-Hispanic","Male",125,0,1,1,1,3
"1380","web",1.50634439212928,NA,"About half of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve strongly","Disapprove strongly","Disapprove strongly",100,0,85,15,NA,"Slightly liberal","Moderate; middle of the road","Slightly liberal","Extremely conservative","Mainly duty","Strong Democrat","Some of the time","Other religion","A few times a year",54,"Less than high school",NA,"Black, non-Hispanic","Male",5,0,0,1,0,1
"1381","web",0.586316542651645,0.683993027055099,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,"Trump","Romney","No","Dissaprove not strongly","Dissaprove not strongly","Approve not strongly",30,60,40,60,"Slightly conservative","Liberal","Conservative","Liberal","Conservative",NA,"Not strong Republican","Most of the time","Roman Catholic","Almost every week",33,"Less than BA",NA,"White, non-Hispanic","Female",125,0,0,0,0,0
"1382","web",3.17059371758025,2.85951297167806,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Approve strongly","Approve strongly","Approve strongly",0,100,0,100,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Strong Republican","About hald the time","Mainline Protestant","Almost every week",64,"High school",NA,"White, non-Hispanic","Female",30,1,0,1,1,3
"1383","web",0.388147533523931,0.520228676574174,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Extremely liberal","Extremely liberal","Extremely liberal","Extremely liberal","Extremely liberal",NA,"Strong Democrat","Some of the time","Mainline Protestant","Almost every week",72,"BA",NA,"White, non-Hispanic","Female",40,0,1,1,1,3
"1384","web",3.99334269760506,4.10764507925368,"About half of the time","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,70,0,60,"Conservative","Extremely liberal","Slightly conservative","Extremely liberal","Slightly conservative",NA,"Strong Republican","Some of the time","Other Christian",NA,61,"Less than high school",51,"White, non-Hispanic","Male",NA,0,0,1,1,2
"1385","web",0.823323228267671,0.811901574633475,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,0,"Liberal","Moderate; middle of the road","Extremely conservative","Moderate; middle of the road","Extremely conservative",NA,"Strong Democrat","Some of the time","Not religious",NA,60,"Less than BA",NA,"White, non-Hispanic","Female",125,1,0,1,1,3
"1386","web",0.392822078375433,0.353131013391465,"Always","Very much interested","Yes",NA,"Yes","Biden",NA,NA,"Trump","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,40,40,"Moderate; middle of the road","Liberal","Conservative","Liberal","Conservative",NA,"Lean Republican","Most of the time","Not religious",NA,73,"Less than BA",NA,"White, non-Hispanic","Male",80,0,0,1,1,2
"1387","web",0.40049310226586,0.373310774993479,"Most of the time","Very much interested","No",NA,"No","Trump",NA,NA,"Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,100,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Strong Republican","Most of the time","Undifferentiated Protestant","Every week",59,NA,48,"White, non-Hispanic","Female",65,0,1,1,1,3
"1388","web",0.552639135730468,0.527905660857236,"Most of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,85,0,100,"Conservative","Liberal","Conservative","Liberal","Conservative","Mainly duty","Strong Republican","About hald the time","Evangelical Protestant","Once or twice a month",37,"Less than BA",NA,"White, non-Hispanic","Male",80,1,1,1,0,3
"1389","web",1.01572563989586,1.05809402006605,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",85,0,85,15,"Liberal","Liberal","Conservative","Liberal","Extremely conservative","Mainly duty","Lean Democrat","Most of the time","Not religious",NA,48,"BA",NA,"White, non-Hispanic","Male",50,0,0,1,1,2
"1390","web",0.908557512413562,0.840354053372476,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,15,"Slightly liberal","Slightly liberal","Extremely conservative","Liberal","Conservative","Mainly duty","Strong Democrat","Most of the time","Mainline Protestant","Once or twice a month",58,"BA",NA,"White, non-Hispanic","Female",70,0,0,0,1,1
"1391","web",0.754512261930774,0.690308466881495,"About half of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,15,65,15,"Moderate; middle of the road","Liberal","Conservative","Liberal","Conservative",NA,"Strong Democrat","Most of the time","Roman Catholic","Almost every week",59,NA,NA,"White, non-Hispanic","Female",110,1,0,1,1,3
"1392","web",1.99384076334946,NA,"Most of the time",NA,"Yes",NA,"Yes","Biden",NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,100,0,NA,"Conservative","Extremely liberal","Conservative","Extremely liberal",NA,"Strong Democrat","Most of the time","Not religious",NA,64,"High school",NA,"White, non-Hispanic","Female",5,0,0,0,1,1
"1393","web",0.78685064436767,0.615667221525215,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",50,100,0,85,"Conservative","Liberal","Slightly conservative","Extremely liberal","Slightly conservative",NA,"Strong Republican","Some of the time","Roman Catholic","Every week",71,"BA",NA,"Asian/Hawaiian/Pacific-Islander","Male",5,0,0,1,1,2
"1394","web",1.14515997525709,1.07044562960911,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,NA,NA,"Yes","Disapprove strongly","Approve strongly","Approve strongly",NA,NA,0,70,"Liberal","Moderate; middle of the road","Extremely conservative","Slightly conservative","Slightly conservative",NA,"Independent","Some of the time","Not religious",NA,76,NA,NA,"Hispanic","Female",NA,NA,NA,NA,NA,NA
"1395","web",2.90017573223948,3.40469659774838,"About half of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"Yes","Approve strongly","Approve strongly","Approve strongly",50,85,100,100,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Independent","Always","Mainline Protestant","Every week",32,"Less than BA",30,"Black, non-Hispanic","Female",50,0,0,1,0,1
"1396","web",0.739395823100175,1.02433052944316,"About half of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",30,15,50,50,"Moderate; middle of the road","Liberal","Slightly conservative","Liberal","Conservative",NA,"Independent","Some of the time","Not religious",NA,39,"Less than high school",NA,"Hispanic","Male",40,NA,1,1,1,NA
"1397","web",1.11175735603125,0.986971706964117,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Liberal","Liberal","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Mainline Protestant","Almost every week",64,"Less than BA",NA,"White, non-Hispanic","Male",100,1,0,1,1,3
"1398","web",0.804855513827874,0.699546888412245,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Slightly liberal","Slightly liberal","Slightly liberal","Slightly liberal","Moderate; middle of the road",NA,"Strong Democrat","Most of the time","Evangelical Protestant","Once or twice a month",69,"BA",NA,"White, non-Hispanic","Male",90,1,1,1,1,4
"1399","web",0.658650716429688,0.61776770564692,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,"Trump",NA,"No","Dissaprove not strongly","Dissaprove not strongly","Approve not strongly",35,55,50,50,"Conservative","Slightly liberal","Slightly conservative","Slightly liberal","Slightly conservative","Neither duty or choice","Lean Republican","Most of the time","Other Christian","Once or twice a month",38,"BA",NA,"White, non-Hispanic","Male",80,1,1,0,1,3
"1400","web",0.393839398631586,0.296782825368065,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Other",NA,"No","Disapprove strongly","Approve strongly","Approve not strongly",0,NA,50,50,"Moderate; middle of the road","Extremely liberal","Slightly conservative","Liberal","Slightly conservative",NA,"Independent","About hald the time","Roman Catholic","Once or twice a month",68,"Less than BA",NA,"White, non-Hispanic","Female",5,0,0,0,1,1
"1401","web",0.617496358654494,0.68236208034254,"Always","Very much interested","Yes",NA,"Yes","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,60,0,"Slightly liberal","Liberal","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Lean Democrat","Some of the time","Evangelical Protestant",NA,40,"BA",NA,"White, non-Hispanic","Male",100,1,1,1,1,4
"1402","web",0.755598742041811,0.653490389967677,"Some of the time",NA,"Yes",NA,"Yes","Biden",NA,"Yes","Clinton",NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,0,60,30,"Slightly liberal","Conservative","Extremely conservative","Slightly conservative","Extremely conservative","Mainly duty","Lean Democrat","About hald the time","Not religious",NA,30,"Less than BA",49,"Hispanic","Female",5,0,0,0,1,1
"1403","web",2.34287171106311,2.63923309450834,"About half of the time",NA,"No",NA,"Yes","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,100,0,"Liberal","Liberal","Conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Jewish",NA,30,"BA",NA,"White, non-Hispanic","Female",110,1,0,0,1,2
"1404","web",1.87679822710679,2.49616792473649,"About half of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"No","Disapprove strongly","Approve not strongly","Approve not strongly",40,65,50,50,NA,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Not strong Republican","Most of the time","Evangelical Protestant",NA,64,"High school",NA,"White, non-Hispanic","Female",110,0,0,0,1,1
"1405","web",0.358244716363915,0.28848458578569,"Most of the time","Very much interested","No",NA,"No","Trump",NA,NA,NA,"Romney","Yes","Approve not strongly","Approve strongly","Approve strongly",0,100,0,100,"Extremely conservative","Extremely liberal","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Strong Republican","Some of the time","Evangelical Protestant",NA,69,"Less than BA",NA,"White, non-Hispanic","Female",20,0,0,1,1,2
"1406","web",1.70464835195433,2.5175660743691,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Extremely liberal","Liberal","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Not religious",NA,62,"High school",35,"White, non-Hispanic","Female",30,0,0,0,0,0
"1407","web",1.45875236777039,1.67611513099632,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,NA,NA,"No","Approve not strongly","Approve not strongly","Disapprove strongly",50,30,70,30,NA,"Moderate; middle of the road","Extremely liberal","Extremely conservative","Extremely liberal",NA,"Independent","Never","Not religious",NA,22,"Less than BA",NA,"Hispanic","Female",15,0,0,0,1,1
"1408","web",0.469010516190231,NA,"Most of the time",NA,"No",NA,"No",NA,NA,"Yes","Trump","Other","No","Dissaprove not strongly","Approve not strongly","Approve not strongly",49,88,10,90,"Conservative","Extremely liberal","Conservative","Liberal","Conservative","Neither duty or choice","Lean Republican","Most of the time","Other Christian","Almost every week",53,"Less than BA",NA,"White, non-Hispanic","Male",25,0,0,1,1,2
"1409","web",1.72833890627861,2.06778574067937,"Always","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",30,100,20,50,"Conservative","Liberal","Conservative","Extremely liberal","Moderate; middle of the road","Mainly duty","Strong Republican","Most of the time","Other Christian",NA,53,"High school",NA,"White, non-Hispanic","Male",150,1,1,1,1,4
"1410","web",0.698532561594757,NA,"Most of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Approve not strongly","Approve not strongly","Approve strongly",30,70,15,85,"Conservative","Liberal","Conservative","Liberal","Conservative",NA,"Not strong Republican","Most of the time","Mainline Protestant",NA,39,"Less than BA",NA,"White, non-Hispanic","Female",90,1,0,1,1,3
"1411","web",0.623964760106105,0.627617558354464,"About half of the time",NA,"No",NA,"No","Biden",NA,NA,NA,"Romney","No","Approve not strongly","Disapprove strongly","Disapprove strongly",70,0,85,40,"Slightly liberal","Liberal","Conservative","Liberal","Conservative",NA,"Strong Democrat","About hald the time","Evangelical Protestant","Once or twice a month",41,"Less than BA",NA,"White, non-Hispanic","Female",90,0,1,0,0,1
"1412","web",0.891017548299198,0.811164533554359,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,10,70,25,"Slightly liberal","Slightly liberal","Conservative","Slightly liberal","Conservative","Mainly duty","Strong Democrat","Most of the time","Jewish","A few times a year",64,NA,NA,"White, non-Hispanic","Male",175,1,0,1,1,3
